iter	RMSE
140	0.2547735817
141	0.2540060333
142	0.2534631165
143	0.2524972161
144	0.2519433546
145	0.2513273832
146	0.2507155664
147	0.2499800591
148	0.2492050207
149	0.2487134261
150	0.2482752865
151	0.2476948328
152	0.247291729
153	0.2465827233
154	0.2460692149
155	0.2457645008
156	0.2453653758
157	0.2448125038
158	0.2446182844
159	0.2441328587
160	0.2437809219
161	0.2433639333
162	0.2427960429
163	0.2424850439
164	0.2420603599
165	0.2414127763
166	0.2410868918
167	0.2408242677
168	0.2405376216
169	0.2401894732
170	0.2397308752
171	0.2395062884
172	0.2392016819
173	0.2387367892
174	0.238262368
175	0.2379928912
176	0.2376547329
177	0.2372881401
178	0.2365908053
179	0.2361054418
180	0.2355722792
181	0.2350868337
182	0.2347001226
183	0.2342192565
184	0.2334404025
185	0.2331721613
186	0.2329406826
187	0.2324740217
188	0.2319943993
189	0.2316994759
190	0.231326214
191	0.2310005478
192	0.2305407675
193	0.2302179491
194	0.2298948795
195	0.2296493089
196	0.2292717931
197	0.2287959976
198	0.2284115842
199	0.2280986981
200	0.2274277715
201	0.2270466279
202	0.2265918889
203	0.2262546971
204	0.2258538357
205	0.2254227502
206	0.2250383605
207	0.2246351053
208	0.224349178
209	0.2240871897
210	0.2236845067
211	0.2233879972
212	0.2230697744
213	0.2228102516
214	0.22244893
215	0.2221148262
216	0.2218184813
217	0.2215499374
218	0.2211897125
219	0.2208725314
220	0.2203803125
221	0.2200596999
222	0.2197616405
223	0.2194871245
224	0.2191251068
225	0.2187359283
226	0.2181822299
227	0.2178032077
228	0.2175428648
229	0.217030591
230	0.2167261824
231	0.2164233419
232	0.2160304734
233	0.215659936
234	0.2154947707
235	0.2152401084
236	0.215017117
237	0.21480938
238	0.2145537314
239	0.2139627208
240	0.2136959217
241	0.2132534499
242	0.2129728041
243	0.2126707873
244	0.2124612671
245	0.2122472019
246	0.211937987
247	0.2116748695
248	0.2112915639
249	0.2110768865
250	0.210857383
251	0.2105265336
252	0.2102639764
253	0.2100478809
254	0.2097568584
255	0.2095135577
256	0.209052031
257	0.2085198995
258	0.2083130385
259	0.2080143241
260	0.2076115163
261	0.207293498
262	0.2070301353
263	0.2068525347
264	0.2066969565
265	0.2064541371
266	0.2059212006
267	0.2057124307
268	0.2053351803
269	0.2051048256
270	0.2046876142
271	0.204350833
272	0.2039576547
273	0.2036183382
274	0.2033377208
275	0.2031812126
276	0.2029746679
277	0.2025801009
278	0.2023692412
279	0.2020179703
280	0.2018370372
281	0.2013816321
282	0.200955413
283	0.2004931387
284	0.2003301432
285	0.2001249642
286	0.1998777269
287	0.1996410957
288	0.1993798307
289	0.1990223373
290	0.1988440152
291	0.1986530282
292	0.198524323
293	0.1982099001
294	0.1980485899
295	0.1978240312
296	0.197623688
297	0.1974466986
298	0.1973373198
299	0.1970471143
300	0.1966546259
301	0.1964543526
302	0.1960230137
303	0.1958901509
304	0.1957430842
305	0.1956112756
306	0.1950847667
307	0.1949412951
308	0.1947286556
309	0.1943125113
310	0.19414737
311	0.1937380792
312	0.1935590359
313	0.1934535801
314	0.1931471727
315	0.1929821299
316	0.1925708738
317	0.192209736
318	0.1920216243
319	0.1918774202
320	0.1916298089
321	0.1914634184
322	0.1913408798
323	0.1909943627
324	0.1908797607
325	0.190698565
326	0.1905412745
327	0.1904212146
328	0.1902342781
329	0.1900786297
330	0.189908668
331	0.1897068386
332	0.1895448709
333	0.1893110594
334	0.1891432817
335	0.1887900012
336	0.188630384
337	0.1883536773
338	0.1881452813
339	0.1880140685
340	0.1878914708
341	0.187760291
342	0.187655062
343	0.1875375168
344	0.1874351135
345	0.1871786313
346	0.1868071685
347	0.1865954652
348	0.1864629761
349	0.1862719602
350	0.1859112443
351	0.1858008528
352	0.1855104719
353	0.1852017876
354	0.1850960613
355	0.184899879
356	0.1846364997
357	0.1844177493
358	0.1843132521
359	0.1839068247
360	0.1837858099
361	0.1834489454
362	0.1833371031
363	0.1832467238
364	0.1829864769
365	0.1828131712
366	0.1826944813
367	0.182526478
368	0.1824437509
369	0.1821379598
370	0.1816947446
371	0.1815526684
372	0.1813515695
373	0.1811651389
374	0.180966634
375	0.1808677885
376	0.1807449296
377	0.1806306515
378	0.1805125471
379	0.1802120601
380	0.1799980699
381	0.1796855648
382	0.1796037177
383	0.1794857665
384	0.1793171086
385	0.1791661849
386	0.1790281182
387	0.1786513838
388	0.1783592628
389	0.1782950942
390	0.1782178914
391	0.1780919393
392	0.1780088826
393	0.1778088892
394	0.1777139367
395	0.1772693636
396	0.1771562925
397	0.1767145807
398	0.1763882529
399	0.1762379904
400	0.1760624203
401	0.1758898428
402	0.1757832778
403	0.175493293
404	0.1753643654
405	0.1751845609
406	0.1750653939
407	0.1749944819
408	0.1747493867
409	0.1745151859
410	0.174393854
411	0.1742248441
412	0.1738502235
413	0.1737349718
414	0.1735261255
415	0.1733851116
416	0.1732707707
417	0.1729820772
418	0.1726703605
419	0.1725640728
420	0.1723015387
421	0.1722367255
422	0.1720990045
423	0.1720094979
424	0.1717621372
425	0.1716963663
426	0.1716315661
427	0.171367135
428	0.1712400332
429	0.1710839439
430	0.1709069987
431	0.1707994937
432	0.1706673035
433	0.1703925813
434	0.1703043552
435	0.1702124067
436	0.1701250324
437	0.1700061111
438	0.1698438794
439	0.1696246161
440	0.1693280707
441	0.1691109755
442	0.1688808799
443	0.1688113754
444	0.1687134062
445	0.1684803418
446	0.1683872433
447	0.1682725286
448	0.1680379798
449	0.1679333869
450	0.167786896
451	0.1676908056
452	0.1675760628
453	0.1674981073
454	0.1673849364
455	0.1673133876
456	0.1671858595
457	0.1670855989
458	0.1668468078
459	0.1667707017
460	0.1665318296
461	0.1663690287
462	0.1662782897
463	0.1662079976
464	0.1660868781
465	0.1659845744
466	0.1657898237
467	0.1657286164
468	0.1655140514
469	0.1653553896
470	0.1651521763
471	0.1650738202
472	0.1649013543
473	0.1647377933
474	0.164629756
475	0.1645587249
476	0.1644667013
477	0.1643783543
478	0.1643375881
479	0.1640728122
480	0.1639998415
481	0.1639198003
482	0.1637971524
483	0.1636010867
484	0.1635331238
485	0.1634118849
486	0.1633166017
487	0.1632459464
488	0.1631777834
489	0.1631302646
490	0.1630291075
491	0.162887108
492	0.1628263443
493	0.1626303982
494	0.1625446148
495	0.162488458
496	0.1623620082
497	0.1621676826
498	0.1620934332
499	0.1620174459
500	0.1619493718
501	0.1618542942
502	0.1617920718
503	0.1615176672
504	0.1614032408
505	0.1613294619
506	0.1611316679
507	0.1610046663
508	0.1608590676
509	0.1607560418
510	0.1606995804
511	0.1605651404
512	0.1603821872
513	0.1602992502
514	0.1602399781
515	0.1601210203
516	0.1600453133
517	0.1598707662
518	0.1595797784
519	0.1594625682
520	0.1593641921
521	0.159220836
522	0.1591562976
523	0.1589159269
524	0.1587333297
525	0.1585626118
526	0.1584309902
527	0.1583355255
528	0.1582576318
529	0.1581094769
530	0.1579870086
531	0.1579234085
532	0.1578099589
533	0.1577437177
534	0.1576475955
535	0.1576056071
536	0.1574859611
537	0.1573249535
538	0.1572707943
539	0.1571077176
540	0.1570168338
541	0.156962908
542	0.1568422514
543	0.1566830049
544	0.1565422468
545	0.1563874841
546	0.1562434369
547	0.156111208
548	0.156068195
549	0.155950473
550	0.1558225907
551	0.155760678
552	0.1556753839
553	0.1555880085
554	0.1553695844
555	0.1552778067
556	0.1552004233
557	0.1550697774
558	0.1549151339
559	0.1548309917
560	0.154751125
561	0.1547049185
562	0.1546595119
563	0.1544735222
564	0.1544117154
565	0.1543502597
566	0.1543112764
567	0.1541999347
568	0.1541628978
569	0.1540473703
570	0.1539860779
571	0.1538053225
572	0.1537274912
573	0.1536367747
574	0.1535617394
575	0.1534238762
576	0.1532956236
577	0.1531403867
578	0.1530696095
579	0.1528492075
580	0.1527444787
581	0.1526252267
582	0.152456751
583	0.1523833852
584	0.1523118244
585	0.1520961435
586	0.1519782316
587	0.1519454148
588	0.1517584525
589	0.1515754778
590	0.1515199066
591	0.1514242435
592	0.1513117138
593	0.1512245045
594	0.1511690705
595	0.15109872
596	0.1510504598
597	0.1509884168
598	0.1507594772
599	0.1505893686
600	0.150338462
601	0.1503070759
602	0.1502593472
603	0.1501861454
604	0.1500781986
605	0.1499265499
606	0.1497711241
607	0.149722184
608	0.1496100118
609	0.1495231628
610	0.1494764994
611	0.1492581036
612	0.1490335242
613	0.1489968241
614	0.1488216697
615	0.1487757099
616	0.1487089894
617	0.1486079794
618	0.1485723476
619	0.1483260392
620	0.1482829456
621	0.148242196
622	0.1481920077
623	0.1481674591
624	0.1480266891
625	0.1479395796
626	0.1478675281
627	0.1477815766
628	0.1477413766
629	0.1475009092
630	0.1474555506
631	0.1473027606
632	0.1472111961
633	0.1471121523
634	0.146955944
635	0.146742912
636	0.1466975042
637	0.1466518376
638	0.1466086838
639	0.1464880313
640	0.1463347774
641	0.1461718965
642	0.146132783
643	0.145984213
644	0.145907959
645	0.1458662223
646	0.1458151845
647	0.14565716
648	0.145612041
649	0.1455292354
650	0.1454877934
651	0.1453072457
652	0.1452665789
653	0.1452263592
654	0.1450592774
655	0.1449901162
656	0.1448851992
657	0.144748598
658	0.1445825644
659	0.1445281678
660	0.144364853
661	0.1442865916
662	0.1442148612
663	0.1440214534
664	0.1439875675
665	0.1438450286
666	0.1438070428
667	0.1437721922
668	0.1437118883
669	0.1436591288
670	0.1436266159
671	0.1434775329
672	0.1434074754
673	0.1433279437
674	0.1432970681
675	0.1432675327
676	0.1432391031
677	0.1431206164
678	0.1430925043
679	0.1430576887
680	0.1430070895
681	0.1429713608
682	0.142931418
683	0.1428043674
684	0.1427563633
685	0.1427070656
686	0.1426327689
687	0.1423420568
688	0.1422046681
689	0.1421168857
690	0.1420728236
691	0.1419616844
692	0.1417867639
693	0.1417332987
694	0.1416572086
695	0.1416125577
696	0.1415828428
697	0.1414225632
698	0.1413158227
699	0.1412784694
700	0.1411896427
701	0.1411363492
702	0.1410911154
703	0.1410242268
704	0.140982774
705	0.1409141322
706	0.140892368
707	0.140775313
708	0.1406313993
709	0.1404974632
710	0.1404628338
711	0.1403145933
712	0.1402274339
713	0.1401864337
714	0.140113527
715	0.1400264627
716	0.1399810479
717	0.1399083982
718	0.1398455502
719	0.139772309
720	0.13973902
721	0.1397027751
722	0.1396696706
723	0.1396189639
724	0.1395318004
725	0.1394966082
726	0.1394679382
727	0.1393823482
728	0.139339665
729	0.139231889
730	0.1390463748
731	0.1389393926
732	0.1389172646
733	0.138839496
734	0.1387883295
735	0.1387562309
736	0.1386825373
737	0.1385773671
738	0.1385438941
739	0.1385224726
740	0.1384199463
741	0.1383880191
742	0.1382342748
743	0.1381351374
744	0.1380482851
745	0.1379023897
746	0.1377877418
747	0.137636705
748	0.1374882272
749	0.1374395001
750	0.1373552533
751	0.137295319
752	0.1372560062
753	0.1372276859
754	0.1372043669
755	0.1371555138
756	0.1369124299
757	0.136852816
758	0.1367067077
759	0.1366798834
760	0.1366154418
761	0.1365744383
762	0.1364912446
763	0.1364707612
764	0.1364361031
765	0.1364043816
766	0.1363725338
767	0.1363372113
768	0.1362811724
769	0.1362187215
770	0.1360356215
771	0.1359139948
772	0.1358724739
773	0.135764409
774	0.1357414759
775	0.1355188771
776	0.1353921104
777	0.1353428994
778	0.1352687415
779	0.1351499714
780	0.1350573928
781	0.1350232769
782	0.1349222654
783	0.1347775246
784	0.1346959692
785	0.1346751793
786	0.1345618331
787	0.1345402032
788	0.1344653741
789	0.1344411475
790	0.1342376667
791	0.1342038567
792	0.1340825596
793	0.1340145062
794	0.133930203
795	0.1338200455
796	0.1337840075
797	0.1337508352
798	0.1337047951
799	0.1336336733
800	0.1334626176
801	0.1334243045
802	0.1333963158
803	0.1333157971
804	0.1332139852
805	0.1331693744
806	0.1330170021
807	0.1329050035
808	0.1328108728
809	0.1327830236
810	0.1327269845
811	0.1325871289
812	0.1325454721
813	0.1324967343
814	0.1323420976
815	0.1322898494
816	0.1321798704
817	0.132131281
818	0.1320235892
819	0.1319797042
820	0.1319485987
821	0.1318087376
822	0.1317516053
823	0.131631034
824	0.1315388701
825	0.1314931532
826	0.1314492756
827	0.1314142715
828	0.1313761895
829	0.1313568922
830	0.1313346617
831	0.1313157339
832	0.1312639014
833	0.131094712
834	0.1310584829
835	0.1309314079
836	0.1309132782
837	0.1308223755
838	0.1307572928
839	0.130700601
840	0.1305934001
841	0.1305130528
842	0.130413915
843	0.1303817172
844	0.1303441717
845	0.1303190934
846	0.1302742336
847	0.1302252319
848	0.130142447
849	0.1300391253
850	0.1299634807
851	0.1298765696
852	0.1298624665
853	0.1297255316
854	0.1296073188
855	0.12955863
856	0.1294238651
857	0.1292975163
858	0.1292303214
859	0.1291761942
860	0.1291560553
861	0.1291323632
862	0.1290699762
863	0.1290276424
864	0.1289981727
865	0.1289818519
866	0.128826449
867	0.128760643
868	0.128738168
869	0.1286367553
870	0.128590475
871	0.1285602776
872	0.1285435466
873	0.128486533
874	0.1284414968
875	0.1284223706
876	0.1282898335
877	0.1281478835
878	0.1280456937
879	0.1279424162
880	0.1278895689
881	0.1278431776
882	0.1277907175
883	0.1277360033
884	0.1275684756
885	0.1274589961
886	0.1274406835
887	0.127418492
888	0.1274010086
889	0.1273904608
890	0.1273433587
891	0.1273281338
892	0.1273075593
893	0.1272892703
894	0.1271931885
895	0.1271769914
896	0.1271554771
897	0.1270220469
898	0.1269551622
899	0.1269372769
900	0.1269029891
901	0.1268813742
902	0.1268344109
903	0.1268184889
904	0.126799012
905	0.1267851282
906	0.1266060637
907	0.1265207261
908	0.1264725249
909	0.1263973501
910	0.1263016428
911	0.1262046952
912	0.1261100448
913	0.1260527039
914	0.1260157419
915	0.1259934932
916	0.1259607794
917	0.1258489969
918	0.1257342816
919	0.1256133093
920	0.1254948929
921	0.1254779506
922	0.1254466542
923	0.1253211693
924	0.1252398627
925	0.1252104567
926	0.125174125
927	0.1251513637
928	0.1250959213
929	0.1249612707
930	0.1249039295
931	0.124862266
932	0.1247618018
933	0.124671079
934	0.1246384237
935	0.1246019958
936	0.1245296409
937	0.1244662347
938	0.1244414084
939	0.1244065409
940	0.1243732271
941	0.1243585551
942	0.1243390421
943	0.1242759201
944	0.124235033
945	0.1242002605
946	0.1241864012
947	0.1241683502
948	0.1241416814
949	0.1241280634
950	0.1241088992
951	0.1240619713
952	0.1240307163
953	0.1240078845
954	0.1238486973
955	0.1237593064
956	0.1236584374
957	0.1236347456
958	0.1236204355
959	0.1234381211
960	0.1233795947
961	0.123259721
962	0.1232208457
963	0.123119429
964	0.1229642849
965	0.1228267799
966	0.1228048404
967	0.1227532691
968	0.1227080907
969	0.1226290547
970	0.122579548
971	0.1225612925
972	0.1225487223
973	0.1225350672
974	0.1224732893
975	0.1224364375
976	0.1224097373
977	0.1223765411
978	0.1222512836
979	0.1222013905
980	0.1221826446
981	0.1221395821
982	0.1221088224
983	0.1220383351
984	0.1220137228
985	0.1218278233
986	0.1218032643
987	0.121781503
988	0.1217191012
989	0.1217051754
990	0.1215805204
991	0.1215058616
992	0.1214623626
993	0.1214285039
994	0.1213293427
995	0.1212045749
996	0.1211329013
997	0.1211146269
998	0.1210710407
999	0.1210238613
1000	0.1209142237
1001	0.120887183
1002	0.1208692003
1003	0.1208400219
1004	0.1208043808
1005	0.1207608077
1006	0.1207443227
1007	0.120725471
1008	0.1206895567
1009	0.1206552791
1010	0.1205719318
1011	0.1205071216
1012	0.1203770974
1013	0.1203504392
1014	0.1203172952
1015	0.1202803493
1016	0.1201509933
1017	0.120126095
1018	0.1200647502
1019	0.1200491963
1020	0.1200143566
1021	0.1199048672
1022	0.1198083667
1023	0.1197769093
1024	0.1197625356
1025	0.1196790513
1026	0.1196034159
1027	0.1195302984
1028	0.1194931643
1029	0.1193639916
1030	0.1192438296
1031	0.1190951964
1032	0.1190776247
1033	0.1190085142
1034	0.1189091382
1035	0.1188259295
1036	0.1187591689
1037	0.1187171068
1038	0.1186880385
1039	0.1186425355
1040	0.1184814603
1041	0.1184465161
1042	0.1183536888
1043	0.1182112171
1044	0.1181346503
1045	0.1180522177
1046	0.1180103854
1047	0.1179719886
1048	0.1179528206
1049	0.1179351789
1050	0.1179027795
1051	0.1178120614
1052	0.1177410733
1053	0.117677709
1054	0.1176640154
1055	0.1176224343
1056	0.1175820191
1057	0.1175517981
1058	0.1174861007
1059	0.1174510899
1060	0.1173911302
1061	0.1173464083
1062	0.1173101344
1063	0.1172576819
1064	0.1172016353
1065	0.1171753379
1066	0.1171347134
1067	0.1171106642
1068	0.1170008914
1069	0.1168520146
1070	0.1168181286
1071	0.1167102968
1072	0.116682515
1073	0.1166342545
1074	0.1166193099
1075	0.116574092
1076	0.1165170171
1077	0.1165037968
1078	0.1164692287
1079	0.116447128
1080	0.1164231647
1081	0.1163702524
1082	0.1162334701
1083	0.1161384395
1084	0.1160939305
1085	0.1160706813
1086	0.1159932151
1087	0.1159670091
1088	0.1159100869
1089	0.1157612329
1090	0.11572579
1091	0.1156043106
1092	0.1155664065
1093	0.1155355464
1094	0.1154767875
1095	0.1154431793
1096	0.1154114554
1097	0.1153537479
1098	0.1152860153
1099	0.115240575
1100	0.115197228
1101	0.1150996807
1102	0.1150131209
1103	0.114975437
1104	0.1149243768
1105	0.1148870136
1106	0.1147972837
1107	0.1147210891
1108	0.1147086671
1109	0.1145663296
1110	0.1145439229
1111	0.1145263462
1112	0.1145061986
1113	0.114458527
1114	0.1144267947
1115	0.114390403
1116	0.1143301786
1117	0.1142935867
1118	0.1141743364
1119	0.1141244323
1120	0.1140675507
1121	0.1139484764
1122	0.1138308784
1123	0.1138102707
1124	0.1137509068
1125	0.1137255997
1126	0.1136901002
1127	0.1136011078
1128	0.1135111146
1129	0.1134132526
1130	0.1133851481
1131	0.1133638219
1132	0.1132607111
1133	0.1131433433
1134	0.1130972529
1135	0.1129162598
1136	0.1128778752
1137	0.1128552419
1138	0.1127578692
1139	0.1126887491
1140	0.1126506792
1141	0.112580594
1142	0.1123594016
1143	0.1123244574
1144	0.1122750525
1145	0.1122534667
1146	0.1121225247
1147	0.1120499979
1148	0.1120269119
1149	0.112009597
1150	0.1119936181
1151	0.1118735871
1152	0.1118411706
1153	0.1118240909
1154	0.1117054337
1155	0.1115359294
1156	0.1114563355
1157	0.1114123568
1158	0.11138039
1159	0.1113674963
1160	0.1113249084
1161	0.111295428
1162	0.1112745582
1163	0.1112512612
1164	0.1112332021
1165	0.1111472848
1166	0.1110512173
1167	0.111037115
1168	0.1109909306
1169	0.110969523
1170	0.110924499
1171	0.1108753376
1172	0.1107828704
1173	0.1107709977
1174	0.110725776
1175	0.1106710788
1176	0.1106598282
1177	0.1106179923
1178	0.1104645038
1179	0.1103956714
1180	0.1103602487
1181	0.1103349306
1182	0.1103042415
1183	0.1102922223
1184	0.1102331121
1185	0.110211001
1186	0.1101460212
1187	0.1101222988
1188	0.1100977548
1189	0.109992652
1190	0.1099369465
1191	0.1099183385
1192	0.1098914328
1193	0.1097763832
1194	0.1097495343
1195	0.1097350991
1196	0.1096348837
1197	0.1096049643
1198	0.109593774
1199	0.1095051021
1200	0.1094928418
1201	0.1094391351
1202	0.1094022574
1203	0.1093814939
1204	0.1093329054
1205	0.1093122514
1206	0.1093010753
1207	0.1091915902
1208	0.1091767051
1209	0.1091495084
1210	0.1091360464
1211	0.1091192421
1212	0.1090950392
1213	0.1090431631
1214	0.1090244194
1215	0.1090090822
1216	0.1089064355
1217	0.1088422908
1218	0.1088308891
1219	0.108799704
1220	0.1087438822
1221	0.1087273994
1222	0.1086429424
1223	0.1085018233
1224	0.108407347
1225	0.1083954166
1226	0.1083060325
1227	0.1082714299
1228	0.1081875537
1229	0.1081650718
1230	0.1081480317
1231	0.1081308653
1232	0.1081172163
1233	0.1080226347
1234	0.1079906251
1235	0.1079306267
1236	0.1078976237
1237	0.1078849242
1238	0.107865509
1239	0.1078303233
1240	0.1077940641
1241	0.1077056949
1242	0.1076816536
1243	0.1076554429
1244	0.1076336147
1245	0.1076142341
1246	0.1075879874
1247	0.1075661429
1248	0.1075437037
1249	0.1075270254
1250	0.1075076824
1251	0.1073513375
1252	0.1073243924
1253	0.1072633117
1254	0.1072213814
1255	0.107171918
1256	0.1071154179
1257	0.1070921839
1258	0.107057828
1259	0.1070402074
1260	0.1069490788
1261	0.1069244217
1262	0.1067955116
1263	0.1067774977
1264	0.1067486748
1265	0.1066795736
1266	0.1065221892
1267	0.1064718045
1268	0.10631514
1269	0.1061949045
1270	0.1061664079
1271	0.1061476081
1272	0.1060902227
1273	0.105992941
1274	0.105969968
1275	0.1059148373
1276	0.1058787419
1277	0.1058564021
1278	0.1058387063
1279	0.1057706719
1280	0.1057293301
1281	0.1057071915
1282	0.1056512531
1283	0.1055706149
1284	0.1055274638
1285	0.1055067711
1286	0.1054736814
1287	0.1054117228
1288	0.105326111
1289	0.1052995244
1290	0.1052150129
1291	0.1051306545
1292	0.1050289234
1293	0.1050136581
1294	0.1049883847
1295	0.1049495011
1296	0.1048948414
1297	0.1048388148
1298	0.1047828219
1299	0.1047645877
1300	0.1047118215
1301	0.1046744388
1302	0.1046593807
1303	0.1045920724
1304	0.1045283455
1305	0.104494715
1306	0.1044266903
1307	0.1044154131
1308	0.1043027552
1309	0.1042750341
1310	0.1042570069
1311	0.1042483864
1312	0.1042318666
1313	0.1041874154
1314	0.1041635192
1315	0.1041174268
1316	0.1041049789
1317	0.1040342763
1318	0.1039582447
1319	0.1039138024
1320	0.1038103118
1321	0.1037680994
1322	0.1036986951
1323	0.1036326627
1324	0.1036213375
1325	0.1036087856
1326	0.1034969772
1327	0.103486229
1328	0.1034726518
1329	0.1034386926
1330	0.1034059626
1331	0.1033837093
1332	0.1033462913
1333	0.1033378187
1334	0.1032849844
1335	0.103185711
1336	0.103173239
1337	0.1031570201
1338	0.1031077472
1339	0.1030359808
1340	0.1029898861
1341	0.1029128148
1342	0.1028489059
1343	0.1028318966
1344	0.1027505923
1345	0.1027184708
1346	0.102706846
1347	0.1026282664
1348	0.1026000093
1349	0.1025796512
1350	0.1025325458
1351	0.1025086202
1352	0.1024923091
1353	0.102484543
1354	0.1024472386
1355	0.1024095261
1356	0.10232367
1357	0.1022725918
1358	0.1021989581
1359	0.1021840028
1360	0.1021697879
1361	0.1021157254
1362	0.1021047705
1363	0.1020753701
1364	0.1020613282
1365	0.1020239452
1366	0.1020106962
1367	0.1019928931
1368	0.1019331044
1369	0.1019009692
1370	0.1018880646
1371	0.1018561279
1372	0.1018426856
1373	0.1017740523
1374	0.1017392385
1375	0.1017105424
1376	0.1016710625
1377	0.1016549563
1378	0.1016437459
1379	0.1015447335
1380	0.1015329024
1381	0.1014640343
1382	0.1013884909
1383	0.1013574612
1384	0.1013416431
1385	0.1012261562
1386	0.1011980125
1387	0.1011542874
1388	0.1010875301
1389	0.1010182286
1390	0.1009923536
1391	0.1009793047
1392	0.1009639149
1393	0.1009472056
1394	0.1008929546
1395	0.1008756132
1396	0.1008432792
1397	0.1008254181
1398	0.1007875581
1399	0.1007676184
1400	0.1007575433
1401	0.1007205203
1402	0.1006554713
1403	0.1005650021
1404	0.1005470312
1405	0.1004880391
1406	0.1004773574
1407	0.1004629856
1408	0.1004193806
1409	0.1003708952
1410	0.1003007888
1411	0.1002883285
1412	0.1002761043
1413	0.1002684129
1414	0.100227262
1415	0.1001992223
1416	0.1001830662
1417	0.1001719023
1418	0.1001303565
1419	0.1001128978
1420	0.09997267813
1421	0.0999223995
1422	0.09985420175
1423	0.09980820662
1424	0.09972878768
1425	0.09971453013
1426	0.09968258366
1427	0.09955284781
1428	0.09943478626
1429	0.09938451902
1430	0.09927204121
1431	0.09926441574
1432	0.09920921205
1433	0.0991338957
1434	0.09912062728
1435	0.0989976138
1436	0.09895738097
1437	0.09878290836
1438	0.09871258328
1439	0.09868792824
1440	0.09866658082
1441	0.09865446787
1442	0.09861154381
1443	0.09858756607
1444	0.09856793343
1445	0.09850595592
1446	0.09848287512
1447	0.09846982231
1448	0.09844133414
1449	0.09840265142
1450	0.09838440403
1451	0.09836908363
1452	0.0983542159
1453	0.09829924842
1454	0.0982660336
1455	0.09820978851
1456	0.09817255504
1457	0.09815421364
1458	0.09814460415
1459	0.09812462975
1460	0.0980776215
1461	0.09802275721
1462	0.09801006085
1463	0.09800064848
1464	0.09797262655
1465	0.09794553214
1466	0.09791237095
1467	0.09779387399
1468	0.09778481959
1469	0.09775826321
1470	0.09770089584
1471	0.09766033316
1472	0.09758894363
1473	0.09753474965
1474	0.09748613825
1475	0.09747321866
1476	0.09741089113
1477	0.09736620991
1478	0.09731960022
1479	0.09725569106
1480	0.0972390022
1481	0.09716965813
1482	0.09712692558
1483	0.09711673801
1484	0.09708298317
1485	0.0970425558
1486	0.09703273419
1487	0.09698915496
1488	0.09688478934
1489	0.09685451513
1490	0.09684050465
1491	0.09681976748
1492	0.09680375138
1493	0.09672928508
1494	0.0967196917
1495	0.09670252426
1496	0.09663979739
1497	0.09651750692
1498	0.09649844673
1499	0.09643334295
